_index,attribute,louvain
Map1b,rna,1
Gm12739,rna,0
Gm13456,rna,1
Gm5113,rna,0
Gm4617,rna,1
Gm45223,rna,0
Gm45206,rna,0
Gm45162,rna,0
Gm44799,rna,0
Gm44437,rna,0
Gm6142,rna,0
Gm44432,rna,0
Gm44164,rna,0
Gm44090,rna,0
Gm4366,rna,1
Gm43533,rna,0
Gm43483,rna,0
Gm43359,rna,0
Gm43289,rna,0
Gm44235,rna,0
Gm6169,rna,0
Gm6254,rna,1
Gm6368,rna,0
Gpkow,rna,0
Gpd2,rna,1
Gpc3,rna,0
Gpc1,rna,1
Gpbp1l1,rna,0
Gpat4,rna,0
Golga3,rna,0
Gns,rna,0
Gnl3,rna,1
Gnb2,rna,1
Gnai1,rna,0
Gmcl1,rna,0
Gm9800,rna,1
Gm8738,rna,0
Gm7993,rna,0
Gm7729,rna,0
Gm6483,rna,0
Gm43176,rna,0
Gm42973,rna,0
Gm42845,rna,0
Gm42692,rna,0
Gm27029,rna,0
Gm24245,rna,0
Gm23935,rna,0
Gm23493,rna,0
Gm23209,rna,0
Gm21092,rna,0
Gm20900,rna,0
Gm1947,rna,0
Gm16199,rna,0
Gm15421,rna,0
Gm14843,rna,0
Gm14698,rna,0
Gm14681,rna,1
Gm14419,rna,0
Gm14418,rna,0
Gm14410,rna,0
Gm14288,rna,0
Gm29216,rna,1
Gm13450,rna,0
Gm3355,rna,0
Gm3699,rna,0
Gm42589,rna,0
Gm42571,rna,0
Gm42443,rna,0
Gm38359,rna,0
Gm38252,rna,0
Gm38197,rna,1
Gm38082,rna,0
Gm38043,rna,1
Gm37747,rna,0
Gm37621,rna,0
Gm37608,rna,0
Gm37457,rna,1
Gm37258,rna,0
Gm37254,rna,0
Gm37204,rna,0
Gm37105,rna,0
Gm37082,rna,0
Gm3362,rna,0
mt.Rnr2,rna,0
