_index,attribute,louvain
Map1b,rna,0
Gm12739,rna,17
Gm13456,rna,0
Gm5113,rna,27
Gm4617,rna,1
Gm45223,rna,15
Gm45206,rna,11
Gm45162,rna,29
Gm44799,rna,21
Gm44437,rna,6
Gm6142,rna,14
Gm44432,rna,21
Gm44164,rna,22
Gm44090,rna,13
Gm4366,rna,6
Gm43533,rna,10
Gm43483,rna,23
Gm43359,rna,2
Gm43289,rna,3
Gm44235,rna,5
Gm6169,rna,10
Gm6254,rna,9
Gm6368,rna,5
Gpkow,rna,17
Gpd2,rna,0
Gpc3,rna,26
Gpc1,rna,4
Gpbp1l1,rna,3
Gpat4,rna,23
Golga3,rna,14
Gns,rna,3
Gnl3,rna,9
Gnb2,rna,0
Gnai1,rna,11
Gmcl1,rna,11
Gm9800,rna,0
Gm8738,rna,15
Gm7993,rna,19
Gm7729,rna,2
Gm6483,rna,16
Gm43176,rna,25
Gm42973,rna,15
Gm42845,rna,29
Gm42692,rna,5
Gm27029,rna,28
Gm24245,rna,11
Gm23935,rna,2
Gm23493,rna,3
Gm23209,rna,19
Gm21092,rna,5
Gm20900,rna,26
Gm1947,rna,23
Gm16199,rna,16
Gm15421,rna,11
Gm14843,rna,14
Gm14698,rna,26
Gm14681,rna,9
Gm14419,rna,8
Gm14418,rna,11
Gm14410,rna,11
Gm14288,rna,13
Gm29216,rna,8
Gm13450,rna,14
Gm3355,rna,11
Gm3699,rna,25
Gm42589,rna,3
Gm42571,rna,22
Gm42443,rna,13
Gm38359,rna,25
Gm38252,rna,18
Gm38197,rna,23
Gm38082,rna,3
Gm38043,rna,0
Gm37747,rna,19
Gm37621,rna,5
Gm37608,rna,18
Gm37457,rna,6
Gm37258,rna,13
Gm37254,rna,17
Gm37204,rna,25
Gm37105,rna,5
Gm37082,rna,24
Gm3362,rna,14
mt.Rnr2,rna,12
